Nome,CPF,E-mail,Data,Hostname,IP,Browser,Endereço,Cartão de crédito,Vencimento
Enrico Cardoso,537.864.109-84,ferreiraeloah@ribeiro.com,2021-03-20T17:00:26,web-31.novaes.org,49.86.166.23,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 6_3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.832.0 Safari/532.2","Alameda da Cruz, 17
Cidade Jardim
83061-822 Castro / RS","Diners Club / Carte Blanche
Otávio Oliveira
30001097736880 11/26
CVC: 279
",08/22
Nicolas Cardoso,970.451.386-01,onascimento@ig.com.br,2021-02-05T11:19:14,db-38.teixeira.br,52.217.129.96,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/27.0.825.0 Safari/533.1","Favela Augusto Peixoto, 3
São Gonçalo
73039-218 Santos / AP","VISA 16 digit
Ana Beatriz Vieira
4092306644242226 01/25
CVC: 607
",10/29
Pietra Mendes,876.039.451-00,emanuellybarros@ferreira.br,2021-02-22T21:25:30,email-26.jesus.com,30.243.255.138,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.846.0 Safari/534.0","Sítio de Rocha, 66
Aguas Claras
62205792 Viana de Lima / RN","Maestro
Yasmin Cavalcanti
588819213582 08/26
CVV: 446
",07/28
Erick da Paz,256.798.314-73,otavio04@bol.com.br,2021-02-06T17:03:31,db-58.da.br,124.79.210.5,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.828.0 Safari/531.1","Praça de Dias
Vila Ouro Minas
38146851 Campos / CE","VISA 16 digit
Manuela Novaes
4002907786860482 03/23
CVC: 854
",12/25
Breno da Cunha,842.609.175-01,cavalcantimurilo@bol.com.br,2021-03-25T15:45:56,desktop-29.barros.br,222.86.210.255,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/18.0.810.0 Mobile/15X018 Safari/536.0","Pátio Gonçalves, 13
Flamengo
82160-560 Monteiro / PI","JCB 16 digit
Helena da Luz
3591004459671922 06/31
CVC: 772
",10/25
Luiz Felipe Oliveira,345.918.620-89,joao-guilhermeda-costa@yahoo.com.br,2021-06-03T06:08:00,laptop-99.rezende.org,34.232.164.69,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/54.0.830.0 Safari/531.0","Trecho de Castro, 404
Calafate
93106-643 Dias de Almeida / AP","VISA 13 digit
Maria Fernanda Souza
4059351318557 11/22
CVC: 016
",10/22
Laura Costa,625.319.087-30,rezendemarcos-vinicius@gmail.com,2021-06-18T17:17:06,email-13.moura.net,170.67.215.215,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/20.0.881.0 Safari/532.0","Fazenda de Nascimento, 539
Confisco
76774297 Correia de Oliveira / AP","VISA 13 digit
Alícia Moura
4842976649419 06/30
CVC: 019
",11/27
Stephany Freitas,038.215.746-07,enzo91@jesus.br,2021-03-25T22:14:12,lt-55.silva.br,150.103.125.20,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.836.0 Safari/533.0","Viaduto de Campos, 12
Vila Califórnia
93288-895 Nunes do Norte / GO","VISA 19 digit
Catarina Aragão
4814536459975833980 11/30
CVC: 695
",07/28
Antônio Campos,803.764.215-17,claricealmeida@costela.net,2021-03-08T13:42:20,laptop-24.porto.br,177.17.214.61,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 8_3) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/26.0.846.0 Safari/531.0","Trevo Silva, 840
Palmeiras
00270-486 Fogaça do Campo / MG","Diners Club / Carte Blanche
Agatha Pinto
30003763011721 07/22
CVC: 339
",02/23
Otávio Freitas,596.183.270-86,ada-mata@monteiro.br,2021-02-19T14:53:25,srv-45.freitas.com,199.2.33.42,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/30.0.862.0 Safari/532.0","Sítio de Jesus, 6
Renascença
48575828 Duarte / RR","VISA 13 digit
Joana Fogaça
4702738368890 01/23
CVC: 334
",12/23
Luiz Henrique Aragão,578.190.264-30,carlos-eduardoda-rosa@bol.com.br,2021-08-05T03:17:00,desktop-95.lopes.com,186.232.22.95,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/16.0.866.0 Safari/531.2","Conjunto Kaique Lima, 831
Nova Vista
27276455 Cardoso / SE","JCB 16 digit
Pietro Vieira
3525506188439919 08/29
CVC: 467
",09/29
Mariana da Paz,528.619.473-73,diegomartins@vieira.com,2021-04-23T05:31:34,web-46.melo.br,30.218.197.80,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.873.0 Safari/531.2","Rodovia Moura, 59
Maria Goretti
57219-979 Azevedo da Serra / RR","JCB 16 digit
Diego Nunes
3589744877355533 10/22
CVC: 956
",02/27
Bruna Cunha,471.832.065-80,joaquimmonteiro@mendes.br,2021-03-05T17:11:13,srv-50.correia.net,206.39.249.248,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.880.0 Safari/536.2","Conjunto Maria Fernanda Fogaça, 563
Savassi
41459689 da Rocha Paulista / MS","VISA 13 digit
Maria Luiza Vieira
4199556511182 11/24
CVC: 056
",07/29
Marcos Vinicius Lopes,251.934.680-98,umonteiro@mendes.br,2021-03-09T10:59:26,laptop-08.rezende.br,66.129.178.168,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/46.0.838.0 Safari/532.0","Trevo Fernando Araújo
Vila Pilar
82501037 da Mota / RR","Mastercard
Stella Barbosa
2712772362530296 11/23
CVV: 717
",06/24
Dra. Rebeca Vieira,328.760.915-77,anada-paz@pinto.com,2021-07-02T21:35:32,desktop-47.da.org,149.187.82.230,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 12_0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/16.0.826.0 Safari/534.0","Núcleo Araújo
Madri
13702-573 Porto / TO","Mastercard
Nina das Neves
2257233643468062 02/31
CVV: 998
",11/26
Isabella Rocha,905.461.827-20,azevedojuliana@bol.com.br,2021-04-17T01:21:34,lt-63.da.br,160.182.241.208,"Mozilla/5.0 (Windows 95) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/19.0.823.0 Safari/533.1","Viela Fernando Melo, 6
Nossa Senhora Da Conceição
23889-025 Cardoso de da Cunha / RJ","VISA 13 digit
Felipe da Mata
4612515200739 02/27
CVC: 322
",05/24
Dr. Samuel Correia,316.495.807-20,caldeiracecilia@hotmail.com,2021-05-28T17:48:36,web-49.cardoso.com,186.109.207.116,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/54.0.851.0 Mobile/08W597 Safari/532.2","Estação Larissa das Neves, 613
Vila Nova
34653-108 Fogaça do Galho / SE","Discover
Enzo Gabriel Alves
6506871093635449 01/31
CVC: 875
",11/30
Maria Cecília Caldeira,937.042.561-61,nicolas06@porto.net,2021-02-17T00:38:18,email-55.oliveira.br,181.57.187.14,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/14.0.860.0 Safari/533.1","Distrito Souza, 138
Nova Gameleira
48455-425 Castro de Moreira / PI","VISA 13 digit
Carlos Eduardo Farias
4643991365167 06/30
CVC: 656
",09/24
Dr. Rafael Ramos,209.638.745-00,noah51@yahoo.com.br,2021-02-25T10:26:10,db-25.monteiro.com,96.235.199.248,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/26.0.804.0 Safari/535.2","Colônia Farias, 44
Vila Suzana Primeira Seção
62062488 Ramos / PE","JCB 16 digit
Vitor Hugo Cunha
3556013656662371 02/26
CVC: 159
",08/22
Luiz Felipe Freitas,561.823.904-33,portonoah@gmail.com,2021-02-08T23:39:19,laptop-93.ferreira.br,114.23.202.111,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/15.0.895.0 Mobile/30J994 Safari/536.2","Vale Ryan Ferreira, 892
Camponesa 1ª Seção
52078434 Oliveira / RJ","Mastercard
Kaique Caldeira
2708215202520701 09/21
CVV: 352
",03/24
Sophia Cavalcanti,243.910.786-78,milenagomes@uol.com.br,2021-02-28T17:38:41,lt-99.azevedo.br,32.245.62.222,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.874.0 Safari/531.2","Chácara Ana Vitória Azevedo, 20
Apolonia
69148478 Caldeira do Campo / RS","JCB 16 digit
João Guilherme Peixoto
3552880399512657 03/25
CVC: 620
",01/22
Eloah Carvalho,568.421.730-35,yvieira@nunes.br,2021-04-16T16:58:11,web-46.santos.br,132.174.212.75,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 10_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/60.0.867.0 Safari/533.0","Setor Carvalho, 923
Taquaril
00357-045 Cardoso / PI","VISA 16 digit
Maria Sophia Novaes
4952687932063492 07/28
CVC: 873
",09/29
Ana Vitória Rocha,736.521.089-30,roliveira@hotmail.com,2021-01-30T03:24:53,lt-73.goncalves.com,161.85.136.224,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/47.0.897.0 Mobile/92T133 Safari/536.1","Largo Melissa Melo, 29
Milionario
48457-137 Campos de Nunes / RS","JCB 15 digit
Ana Julia Pinto
180015643260722 08/31
CVC: 106
",11/23
Joana Silveira,297.581.346-55,joana53@lopes.com,2021-06-30T16:15:07,db-38.da.com,133.26.186.176,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/30.0.821.0 Safari/533.1","Parque de da Costa, 66
Beira Linha
80819500 Rocha das Pedras / DF","VISA 19 digit
Raul Porto
4949597563476466230 09/30
CVC: 371
",08/30
Srta. Emanuella Viana,591.270.638-95,luna22@ig.com.br,2021-03-22T04:21:55,db-84.cavalcanti.br,85.211.102.203,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/45.0.861.0 Safari/536.0","Alameda Joaquim Teixeira, 82
Vila Ouro Minas
43494635 Cardoso / MA","Maestro
Alícia Pereira
585501158570 11/28
CVV: 748
",08/29
Marcela Cardoso,659.728.401-11,rafaelaramos@da.br,2021-04-02T00:41:31,lt-52.ramos.br,23.16.136.224,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/14.0.859.0 Mobile/44T518 Safari/532.1","Lagoa de Nascimento, 88
Nova Floresta
52448-829 Peixoto Grande / RN","Discover
Evelyn Campos
6591963724548723 09/28
CVC: 634
",07/26
Nicolas Almeida,082.697.345-00,slopes@ribeiro.org,2021-03-14T22:51:47,srv-88.pereira.br,30.254.158.2,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.812.0 Safari/536.0","Quadra João Teixeira
Vila Nova Gameleira 1ª Seção
36600382 Viana / MT","Maestro
Bárbara Costa
060406860654 07/30
CVV: 295
",10/26
Emanuella das Neves,123.796.850-02,maria-julia74@da.org,2021-03-03T05:17:20,laptop-90.moreira.br,104.37.176.74,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/57.0.833.0 Safari/531.2","Passarela Gonçalves, 34
Conjunto Minas Caixa
19764367 Farias / TO","Diners Club / Carte Blanche
Manuela Monteiro
30262258520303 12/23
CVC: 240
",11/28
Cauã Peixoto,064.758.932-00,fernando22@castro.org,2021-05-18T21:44:05,srv-72.da.org,5.79.58.234,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/61.0.851.0 Safari/534.2","Avenida Pereira, 55
Barro Preto
34471810 Rodrigues da Prata / RS","VISA 19 digit
Emilly Rezende
4608158524134111140 02/29
CVC: 938
",01/23
Leandro da Luz,143.972.580-23,maria-luizapeixoto@peixoto.com,2021-08-06T22:41:13,srv-46.cavalcanti.br,158.123.191.197,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/35.0.870.0 Safari/533.2","Parque Pinto, 150
Vila Da Luz
28075-420 Melo do Amparo / AC","VISA 13 digit
Nicolas Moura
4804807208278 05/23
CVC: 470
",10/22
Ana Lima,089.356.271-86,das-nevesandre@bol.com.br,2021-03-25T21:31:17,lt-59.silveira.com,163.164.156.165,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.873.0 Safari/531.0","Condomínio de Rocha, 61
Piraja
14757-914 Farias / PA","Mastercard
Rafaela Santos
2285709072522152 08/23
CVV: 079
",01/23
Eduardo Pinto,901.674.253-07,benjamin08@gmail.com,2021-03-24T21:52:40,web-25.souza.br,223.150.151.170,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 5_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.866.0 Safari/533.2","Chácara de Moraes, 50
Delta
42014931 Fernandes / PR","American Express
Luana Fernandes
342802508149131 08/27
CID: 5779
",01/27
Nicole Alves,927.513.480-41,freitasagatha@lopes.com,2021-02-24T10:46:02,lt-08.gomes.br,166.65.190.147,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/33.0.832.0 Safari/532.2","Favela de Novaes, 66
Heliopolis
60054-363 Peixoto do Amparo / SC","VISA 16 digit
Stephany Alves
4679973799961404 01/30
CVC: 763
",07/29
Maria Novaes,073.925.168-68,luiz-henrique04@gmail.com,2021-02-27T06:59:09,lt-93.fogaca.org,77.59.129.243,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/25.0.817.0 Safari/536.2","Trevo de Araújo, 75
Vila Santa Monica 1ª Seção
35506512 Teixeira / AC","Mastercard
Enrico Cardoso
2670460086711778 06/29
CVV: 367
",08/24
Ana Julia Dias,359.601.284-89,luanaaragao@uol.com.br,2021-06-07T15:00:37,srv-35.dias.br,63.18.96.108,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/60.0.879.0 Safari/531.0","Campo de da Mata
São Jorge 1ª Seção
37176-363 Costela das Pedras / SC","Mastercard
João Gomes
2290385216888933 01/26
CVV: 755
",11/23
Yuri Oliveira,950.472.831-60,da-cunhacarolina@ig.com.br,2021-02-22T08:11:37,web-23.nogueira.br,58.246.169.11,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.825.0 Safari/536.2","Recanto de das Neves, 2
Vila Da Paz
82431234 Silveira / AM","Diners Club / Carte Blanche
Emanuel da Costa
36223117772455 01/22
CVC: 541
",01/30
Dr. Isaac Monteiro,652.438.091-60,lucca46@uol.com.br,2021-06-12T11:38:40,srv-02.gomes.net,22.143.61.152,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/23.0.891.0 Safari/534.1","Sítio Esther Nascimento, 43
Solimoes
47420-799 Duarte / RN","VISA 16 digit
Joana Caldeira
4855932359119882 03/28
CVC: 753
",04/24
Carolina Cardoso,821.703.459-14,gomesemanuelly@ramos.org,2021-06-05T17:31:08,srv-58.porto.br,62.215.45.244,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.884.0 Safari/533.0","Vereda Noah Novaes, 5
Vale Do Jatoba
21939-751 Lopes da Praia / GO","Maestro
Maria Julia Caldeira
575290678953 01/26
CVV: 204
",11/30
Maria Sophia Barros,620.348.759-74,mariada-luz@goncalves.com,2021-08-09T17:40:37,desktop-96.farias.br,147.135.140.189,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 12_1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/41.0.838.0 Safari/536.0","Via da Luz, 984
Novo Glória
71505-197 Pereira / TO","VISA 13 digit
Erick Dias
4794107604773 07/27
CVC: 290
",04/24
Maria Cavalcanti,963.247.805-38,ana-juliateixeira@hotmail.com,2021-01-25T17:16:03,srv-53.nogueira.br,138.18.232.176,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/14.0.892.0 Safari/536.2","Lagoa Fernando da Mata, 947
Conjunto Lagoa
36158-158 Fernandes / MS","VISA 16 digit
Ana Laura da Conceição
4595119638302050 07/24
CVC: 480
",09/25
Gustavo Henrique Melo,976.381.240-22,lsilveira@correia.br,2021-06-02T16:45:25,lt-49.das.net,217.150.248.157,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/49.0.855.0 Mobile/46V868 Safari/533.2","Estação da Mata, 80
Cidade Jardim Taquaril
24092332 Ferreira / MS","VISA 19 digit
Samuel da Paz
4436626310572836061 06/26
CVC: 485
",08/25
Ana Carolina Costela,586.921.734-28,fsilveira@yahoo.com.br,2021-01-08T07:12:44,db-06.da.br,143.232.221.45,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/28.0.899.0 Safari/533.2","Residencial André Melo, 343
Nova Cachoeirinha
83036207 Pires das Pedras / GO","VISA 19 digit
Benjamin Moreira
4555290586632064966 10/30
CVC: 498
",10/27
Luiz Henrique Aragão,124.785.690-94,caio76@yahoo.com.br,2021-05-23T09:20:48,desktop-41.campos.br,107.74.215.90,"Mozilla/5.0 (Windows 95) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.872.0 Safari/536.2","Viaduto Maria da Paz, 31
Diamante
97954-524 Correia Alegre / PI","JCB 16 digit
Beatriz Barros
3569680437142355 12/26
CVC: 140
",08/22
Isabella da Paz,379.021.645-34,ceciliapinto@bol.com.br,2021-05-12T21:52:29,web-73.carvalho.net,125.144.241.152,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.838.0 Safari/531.2","Campo Yago Nunes
Piratininga
79189578 Farias da Serra / PE","Discover
Maria Eduarda Cardoso
6011474928777235 12/27
CVC: 670
",01/22
Raul Fernandes,173.562.948-00,da-rochakamilly@lopes.br,2021-08-02T13:53:25,web-21.mendes.br,142.221.44.191,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/52.0.825.0 Mobile/97M194 Safari/534.0","Trecho de Castro, 592
Vila Copacabana
15125073 da Rocha de Castro / RS","Discover
Alícia Ramos
6528547138632930 06/25
CVC: 451
",12/28
Ana Julia Lima,671.058.942-02,oaragao@pinto.br,2021-08-14T16:40:37,lt-03.da.com,155.143.140.160,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/19.0.803.0 Mobile/60W140 Safari/532.0","Morro André Aragão, 90
Carmo
54783839 Azevedo / BA","Maestro
Luiz Miguel da Rosa
630439153531 12/29
CVV: 948
",04/25
Valentina Monteiro,843.015.769-75,livia52@cunha.org,2021-07-19T01:34:39,desktop-53.goncalves.com,105.175.42.163,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.840.0 Safari/534.1","Estrada Costela, 95
Coração De Jesus
96395211 Costela / RR","JCB 15 digit
Renan Melo
213126226295562 05/23
CVC: 752
",12/25
Enzo Gabriel Lopes,547.091.836-00,mda-cunha@rezende.net,2021-07-24T19:14:57,email-49.pinto.br,94.109.130.132,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/60.0.898.0 Safari/532.2","Passarela de Caldeira, 40
Camargos
45567-383 Gomes Alegre / RJ","JCB 15 digit
João Miguel Costa
180019853858571 11/23
CVC: 870
",07/29
Beatriz da Rosa,938.241.056-24,alice19@pinto.com,2021-04-30T08:12:41,desktop-97.goncalves.com,2.221.229.4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/34.0.889.0 Safari/536.2","Passarela de Rodrigues, 8
Fernão Dias
49564866 Oliveira / AM","JCB 16 digit
Gustavo Pinto
3594426222195250 03/25
CVC: 423
",02/31
Arthur Barros,021.864.593-70,aliciada-rosa@ig.com.br,2021-05-01T07:11:47,db-07.da.net,169.217.168.141,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/42.0.827.0 Safari/535.2","Jardim de Silveira, 73
Buraco Quente
19167-184 Cardoso de Goiás / CE","VISA 16 digit
Daniela Correia
4717469392861855 07/29
CVC: 451
",03/22
Lívia da Rocha,693.524.087-56,inogueira@hotmail.com,2021-07-09T02:22:35,db-99.freitas.br,122.40.196.249,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/23.0.826.0 Mobile/82K593 Safari/533.1","Alameda Novaes, 158
Etelvina Carneiro
57844740 Farias / SP","Maestro
Camila Pinto
502011254583 04/22
CVV: 968
",05/29
Raul Martins,842.516.970-49,gomesnicole@ig.com.br,2021-02-07T21:19:42,lt-29.rodrigues.net,134.79.39.64,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/30.0.827.0 Safari/536.2","Rodovia Davi Lucca Gomes, 48
Camargos
95523566 Lopes de Souza / MT","Diners Club / Carte Blanche
Gustavo Henrique Barbosa
38476525633309 02/30
CVC: 226
",10/26
Carlos Eduardo Rocha,431.502.897-50,piressabrina@da.org,2021-04-20T02:46:54,db-41.da.org,171.251.60.10,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.844.0 Safari/533.0","Campo Duarte, 7
Indaiá
38573-638 Araújo / GO","Mastercard
Arthur Cardoso
2283940068305797 03/23
CVV: 503
",12/29
Sofia Moura,329.148.570-04,giovanna72@uol.com.br,2021-01-02T00:07:56,email-02.farias.com,167.227.150.240,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/24.0.843.0 Safari/535.1","Feira Clarice Nascimento, 93
João Paulo Ii
68387142 Peixoto de Gomes / PI","VISA 16 digit
Mirella Castro
4905044949847160 09/25
CVC: 112
",07/30
Diego Oliveira,805.329.674-29,lsilveira@vieira.org,2021-03-12T17:14:19,db-35.da.com,32.2.28.219,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/60.0.845.0 Safari/535.1","Trevo Maria Vitória Nogueira, 19
São Salvador
61486-332 Jesus / DF","Maestro
Antônio Mendes
580156851728 12/30
CVV: 431
",09/30
Dr. Isaac Azevedo,620.354.781-62,qda-cruz@gmail.com,2021-03-14T22:30:17,lt-57.fernandes.br,199.237.233.194,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/13.0.840.0 Mobile/41I832 Safari/536.1","Vereda Aragão, 409
Nova Granada
85911-603 Caldeira / MS","Diners Club / Carte Blanche
Isabel Souza
30066308133631 11/21
CVC: 822
",02/24
Matheus Costela,934.851.207-23,afarias@yahoo.com.br,2021-03-23T23:14:12,lt-74.almeida.br,135.172.64.90,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/52.0.836.0 Safari/532.2","Travessa Cavalcanti, 57
João Paulo Ii
18953-608 Araújo / MS","Discover
Daniela Silveira
6515496363836029 02/27
CVC: 503
",06/30
Theo Lopes,109.467.583-01,daragao@gmail.com,2021-05-13T18:17:22,desktop-16.freitas.com,156.229.150.227,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/59.0.870.0 Mobile/92M963 Safari/531.2","Trecho da Mata, 92
Cidade Jardim
56446-327 Moura / BA","VISA 16 digit
Rafaela Silveira
4210652559085028 10/29
CVC: 494
",10/21
Juliana Rodrigues,189.342.560-60,tlopes@ig.com.br,2021-04-20T22:34:31,srv-87.duarte.net,111.106.186.237,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/24.0.864.0 Safari/532.2","Lago de Ramos, 14
Coração De Jesus
77841799 Silveira / RJ","Discover
Marcos Vinicius Ferreira
6011534971624228 06/24
CVC: 090
",06/28
